agency_cd,site_no,dateTime,X_72019_00003,X_72019_00003_cd,X_00020_00003,X_00020_00003_cd,X_00010_00003,X_00010_00003_cd,X_00060_00003,X_00060_00003_cd,X_00010_00001,X_00010_00001_cd,X_62623_00002,X_62623_00002_cd,X_00020_00001,X_00020_00001_cd,X_00020_00002,X_00020_00002_cd,X_63680_00001,X_63680_00001_cd,X_63680_00002,X_63680_00002_cd,X_63680_00003,X_63680_00003_cd,X_00010_00002,X_00010_00002_cd,X_00095_00001,X_00095_00001_cd,X_00095_00002,X_00095_00002_cd,X_62623_00001,X_62623_00001_cd,X_62623_00003,X_62623_00003_cd,X_00065_00003,X_00065_00003_cd,X_62615_00003,X_62615_00003_cd,X_00095_00003,X_00095_00003_cd,X_72022_00003,X_72022_00003_cd,X_00035_00003,X_00035_00003_cd,X_00045_00006,X_00045_00006_cd,X_62608_00003,X_62608_00003_cd,X_72198_00001,X_72198_00001_cd,tz_cd,outputDatacoords.dec_lat_va,outputDatacoords.dec_long_va
USGS,01104370,2023-10-26T00:00:00Z,NA,NA,NA,NA,13.1,P,13.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-10-27T00:00:00Z,NA,NA,NA,NA,13.8,P,12.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-10-28T00:00:00Z,NA,NA,NA,NA,14.3,P,11,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-10-29T00:00:00Z,NA,NA,NA,NA,13,P,11.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-10-30T00:00:00Z,NA,NA,NA,NA,11.9,P,17.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-10-31T00:00:00Z,NA,NA,NA,NA,10.3,P,20.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-11-01T00:00:00Z,NA,NA,NA,NA,8.8,P,18.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-11-02T00:00:00Z,NA,NA,NA,NA,7,P,16.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-11-03T00:00:00Z,NA,NA,NA,NA,6.7,P,14.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-11-04T00:00:00Z,NA,NA,NA,NA,7.8,P,13.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104370,2023-11-05T00:00:00Z,NA,NA,NA,NA,8.5,P,12.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.38555556,-71.2894444
USGS,01104405,2023-10-07T00:00:00Z,NA,NA,NA,NA,16.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-08T00:00:00Z,NA,NA,NA,NA,14.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-09T00:00:00Z,NA,NA,NA,NA,12.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-10T00:00:00Z,NA,NA,NA,NA,12.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-11T00:00:00Z,NA,NA,NA,NA,12.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-12T00:00:00Z,NA,NA,NA,NA,13,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-13T00:00:00Z,NA,NA,NA,NA,12.1,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-14T00:00:00Z,NA,NA,NA,NA,11.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-15T00:00:00Z,NA,NA,NA,NA,11.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-16T00:00:00Z,NA,NA,NA,NA,11.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-17T00:00:00Z,NA,NA,NA,NA,11.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-18T00:00:00Z,NA,NA,NA,NA,11.8,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-19T00:00:00Z,NA,NA,NA,NA,12.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-20T00:00:00Z,NA,NA,NA,NA,12.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-21T00:00:00Z,NA,NA,NA,NA,13.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-22T00:00:00Z,NA,NA,NA,NA,12.2,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-23T00:00:00Z,NA,NA,NA,NA,11.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-24T00:00:00Z,NA,NA,NA,NA,10.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-25T00:00:00Z,NA,NA,NA,NA,12,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-26T00:00:00Z,NA,NA,NA,NA,13.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-27T00:00:00Z,NA,NA,NA,NA,14.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-28T00:00:00Z,NA,NA,NA,NA,14.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-29T00:00:00Z,NA,NA,NA,NA,12.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-30T00:00:00Z,NA,NA,NA,NA,11.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-10-31T00:00:00Z,NA,NA,NA,NA,9.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-11-01T00:00:00Z,NA,NA,NA,NA,7.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-11-02T00:00:00Z,NA,NA,NA,NA,6.4,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-11-03T00:00:00Z,NA,NA,NA,NA,6.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-11-04T00:00:00Z,NA,NA,NA,NA,8.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104405,2023-11-05T00:00:00Z,NA,NA,NA,NA,9.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.436484,-71.2695014
USGS,01104410,2023-10-07T00:00:00Z,NA,NA,NA,NA,16.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-08T00:00:00Z,NA,NA,NA,NA,14.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-09T00:00:00Z,NA,NA,NA,NA,12.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-10T00:00:00Z,NA,NA,NA,NA,12.2,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-11T00:00:00Z,NA,NA,NA,NA,12.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-12T00:00:00Z,NA,NA,NA,NA,13,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-13T00:00:00Z,NA,NA,NA,NA,12.1,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-14T00:00:00Z,NA,NA,NA,NA,11.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-15T00:00:00Z,NA,NA,NA,NA,11.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-16T00:00:00Z,NA,NA,NA,NA,11.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-17T00:00:00Z,NA,NA,NA,NA,11.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-18T00:00:00Z,NA,NA,NA,NA,11.8,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-19T00:00:00Z,NA,NA,NA,NA,12.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-20T00:00:00Z,NA,NA,NA,NA,12.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-21T00:00:00Z,NA,NA,NA,NA,13.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-22T00:00:00Z,NA,NA,NA,NA,12,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-23T00:00:00Z,NA,NA,NA,NA,11.3,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-24T00:00:00Z,NA,NA,NA,NA,10.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-25T00:00:00Z,NA,NA,NA,NA,11.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-26T00:00:00Z,NA,NA,NA,NA,13.7,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-27T00:00:00Z,NA,NA,NA,NA,14.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-28T00:00:00Z,NA,NA,NA,NA,15,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-29T00:00:00Z,NA,NA,NA,NA,12.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-30T00:00:00Z,NA,NA,NA,NA,11.2,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-10-31T00:00:00Z,NA,NA,NA,NA,9.1,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-11-01T00:00:00Z,NA,NA,NA,NA,7.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-11-02T00:00:00Z,NA,NA,NA,NA,6.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-11-03T00:00:00Z,NA,NA,NA,NA,7.1,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-11-04T00:00:00Z,NA,NA,NA,NA,8.9,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104410,2023-11-05T00:00:00Z,NA,NA,NA,NA,9.5,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43648406,-71.2642235
USGS,01104415,2023-10-07T00:00:00Z,NA,NA,NA,NA,17.1,P,0.63,P,18.2,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,P,1240,P,743,P,NA,NA,NA,NA,NA,NA,NA,NA,1110,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43592855,-71.2600567
USGS,01104415,2023-10-08T00:00:00Z,NA,NA,NA,NA,15.3,P,0.44,P,16.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,P,1100,P,665,P,NA,NA,NA,NA,NA,NA,NA,NA,945,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43592855,-71.2600567
USGS,01104415,2023-10-09T00:00:00Z,NA,NA,NA,NA,13.8,P,0.3,P,14.6,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,P,1200,P,1100,P,NA,NA,NA,NA,NA,NA,NA,NA,1160,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTC,42.43592855,-71.2600567
